"id","description","allocation","agency_id","ministry_id","date_commissioned","location_type","location_id","status_id","type_id","user_id"
134,"EROSION CONTROL IN ILAWE EKITI,  EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE",63000000,11,264,2016-01-01,localGovernment,236,6,2,1
135,TRAINING AND RESSETLEMENT OF YOUTHS AND WOMEN ON MARKETABLE SKILLS IN UYO FEDERAL CONSTITUENCY AKWA-IBOM STATE.,25000000,16,323,2015-01-01,localGovernment,70,1,2,1
136,"A BLOCK OF TWO CLASSROOMS AND HEADMASTERS OFFICE AT ELAFE PRIMARY SCHOOL, UGBOSHI-AFE IN AKOKO-EDO
FED. CONSTITUENCY.",10000000,3,2,1/1/2018,localGovernment,778,5,2,1
137,"PROVISION OF 70 NOS TRICYCLE IN WARRI FEDERAL CONSTITUENCY, DELTA STATE",49770000,1,244,,localGovernment,204,1,2,1
138,"SOLAR POWERED BOREHOLES IN ANGWAN KASUWA BAISA IN KURMI LOCAL GOVT. AREA IN TARABA CENTRAL SENATORIAL DISTRICT, TARABA STATE.",7500000,28,253,2016-01-01,localGovernment,721,6,2,1
139,"EMPOWERMENT FOR YOUTH IN DELTA SOUTH SENATORIAL DISTRICT, DELTA STATE.",74000000,18,44,2018-01-01,localGovernment,776,5,2,1
140,"EMPOWERMENT AND JOB CREATION THROUGH AGRICULTURAL AND SKILL ACQUISITION FOR WOMEN AND YOUTH, IREPODUN/OLORUNDA/OROLU/OSOGBO FEDERAL CONSTITUENCY, OSUN STATE",,5,230,,localGovernment,607,1,2,1
141,"STREET MAPPING & NAMING IN GREATER AWGU, ENUGU STATE",40000000,22,191,2016-01-01,localGovernment,780,6,2,1
142,"EMPOWERMENT AND TRAINING OF YOUTHS IN VULCANIZING IN GUMAN, TORO LGA, BAUCHI SOUTH SENATORIAL DISTRICT, BAUCHI STATE.",40000000,1,244,2019-06-01,localGovernment,92,5,2,1
143,"SUPPLY OF SEWING MACHINES TO OREDO EAST, OREDO FED. CONSTITUENCY, EDO STATE",13000000,29,254,2017-01-01,localGovernment,229,1,2,1
144,"COMPLETION OF BOREHOLE WITH OVERHEAD TANK, RETICULATION, GENERATING SET AND HOUSE AT ULI, IHIALA L.G.A., ANAMBRA STATE",8000000,28,275,2016-01-01,localGovernment,71,6,2,1
145,PROVISION OF MOTORCYCLES FOR EMPOWERMENT PROGRAM IN ARDO-KOLA/KARIM &LAU LOCAL GOVERNMENT AREAS IN TARABA STATE,40000000,29,244,2016-01-01,localGovernment,713,6,2,1
146,"CONSTRUCTION OF INDUSTRIAL BOREHOLE  IN IMIEGBA ETSAKO FEDERAL CONSTITUENCY, EDO STATE.",19000000,28,295,2015-01-01,localGovernment,227,1,2,1
147,"PROVISION OF KEKE NAPEP AND BUSES FOR BURSARI, GAIDAM, YUNUSARI FED. CONST., YOBE STATE.",88500000,26,27,2015-01-01,localGovernment,744,1,2,1
148,RE-INTERGRATION OF INTERNALLY DISPLACED PERSONS IN KADUNA NORTH SENATORIAL DISTRICT,95000000,29,239,2015-01-01,localGovernment,339,1,2,1
149,"""SUPPLY OF MOTORCYCLES FOR YOUTH EMPOWERMENT IN ODIGBO LGA. ONDO STATE.",20000000,29,254,2018-01-01,localGovernment,582,5,2,1
150,"SUPPLY OF PUMPING MACHINES
TAMBUWAL LGA, SOKOTO STATE",37922000,28,284,1/1/2018,localGovernment,707,5,2,1
151,"EMPOWERMENT OF WOMEN & YOUTHS AT BOSSO/PAIKORO FEDERAL CONSTITUENCY,
NIGER STATE",60000000,29,35,1/1/2018,localGovernment,527,5,2,1
152,"CONSTRUCTION OF MULTIPURPOSE HALL AT JAHUN LGA HQ IN MIGA/JAHUN FEDERAL CONSTITUENCY, JIGAWA STATE",30000000,29,244,6/1/2019,localGovernment,318,5,2,1
153,HANDS BORE-HOLES TO BALI/GASSOL FEDERAL CNSTITUENCY. TARABA STATE.,50000000,28,236,2016-01-01,localGovernment,714,6,2,1
154,llagbe Gully Erosion at Pejuola,"181569004,30",1,279,2005-08-17,localGovernment,793,3,4,1
155,YOUTH AND WOMEN EMPOWERMENT IN BOGUDU/SURU FED CONST KEBBI STATE,10000000,3,2,2017-01-01,localGovernment,437,5,2,1
156,"TRAINING AND SKILL ACQUISITION FOR SELECT YOUTHS OF OHAJI/EGBEMA/OGUTA/ORU WEST FEDERAL CONSTITUENCY, IMO STATE",39000000,23,267,2017-01-01,localGovernment,1,5,2,1
157,"ORAL HEALTH SCREENING AND CAPACITY ENHANCEMENT FOR MARKET MEN/WOMEN AND CHILDREN FOR PREVENTION OF CANCRUM ORIS  AT NGWO, ABOR UKANA AND OKPATU AREA OF  ENUGU STATE",40000000,4,1,6/1/2019,localGovernment,780,5,2,1
158,"""PROVISION OF EMPOWERMENT MATERIALS FOR YOUTHS OF IBEZIEOGBUADINOKWU YOUTHS
ANAMBRA STATE.""",24000000,1,218,2019-06-01,localGovernment,71,5,2,1
159,"OJI RIVER WATER SUPPLY/DAM PROJECT, ORJI RIVER LGA. ENUGU STATE",80000000,28,232,2016-01-01,localGovernment,257,2,2,1
160,"SOLAR POWERED BOREHOLES IN MUTUM BIU LOCAL GOVT. AREA IN TARABA CENTRAL SENATORIAL DISTRICT, TARABA STATE.",7500000,28,253,2016-01-01,localGovernment,800,6,2,1
161,"CONSTRUCTION OF RURAL ROAD FROM ZUK TO OLD ZUK VILLAGE, BAUCHI STATE",80000000,1,374,2019-06-01,localGovernment,92,5,2,1
162,"AMAEKWURU WATER PROJECT, OJI RIVER L.G.A",5000000,28,232,2015-01-01,localGovernment,257,1,2,1
163,"SUPPLY OF SEWING MACHINES FOR EMPOWERMENT IN IGABI FED
CONSTITUENCY KADUNA STATE",25000000,3,2,,localGovernment,334,5,2,1
164,"""INSTALLATION OF SOLAR STREET LIGHT IN ABIA CENTRAL SENATORIAL DISTRICT,
ABIA STATE""",30000000,29,244,2019-06-01,localGovernment,767,5,2,1
165,"ENTREPRENEUR DEVELOPMENT TRAINING IN IMO NORTH SENATORIAL DISTRICT, IMO STATE",47000000,16,218,01/06/2019,localGovernment,782,5,2,1
166,FLOODING AND EROSION CONTROL AT ANSARUL ISLAM AREA KWARA SENATORIAL DISTRICT,100000000,23,374,6/1/2019,localGovernment,789,2,2,1
167,"FEED MILL AND ADVANCED BIORESOURCES LABORATORIES, PROJECTS, CROSS RIVER STATE",300000000,23,1,2016/01/01,localGovernment,775,1,2,1
168,"ENTERPRENEURSHIP TRAINING FOR UNEMPLOYED WOMENIN ADO/OGBADIGBO LGA, BENUE STATE.",47000000,35,254,2017-01-01,localGovernment,133,1,2,1
169,"FISHERY AND AQUACULTURE DEVELOPMENT AND YOUTH EMPOWERMENT IN OGBARU, ANAMBRA STATE",75000000,5,322,2017-01-01,localGovernment,86,1,2,1
170,SUPPLY OF MOTOR CYCLE (20)  IN GWARZO/KABO FED CONST KANO STATE,"3,634,000",3,2,2016-01-01,localGovernment,373,1,2,1
171,CONSTRUCTION OF 5 NOS HANDPUMP BOREHOLE AT BORGU LGA,6306306,28,311,2015-01-01,localGovernment,526,1,2,1
172,HAND PUMPS (20) IN GWARZO/KABO FED CONST KANO STATE,30000000,28,236,2016-01-01,localGovernment,373,1,2,1
173,"HUMAN CAPITAL DEVELOPMENT IN MICRO SMALL AND MEDIUM ENTERPRISES AND PROVISION OF STARTER PACKS FOR YOUTHS AND WOMEN IN NIGER NORTH SENATORIAL DISTRICT, NIGER STATE",50000000,3,2,,localGovernment,523,1,2,1
174,"b)PROCUREMENT OF RESETTLEMENT ITEMS; LAUNDRY,WELDING etc FOR ABAKALIKI/IZZI LGAs, EBONYI STATE",50000000,18,45,2017-01-01,localGovernment,213,1,2,1
175,"PROCUREMENT OF 500 PIECES OF MOTORCYCLES AT N103,000 PER UNIT FOR ILORIN WEST/ASA LGA",53766000,3,122,2015-01-01,localGovernment,475,1,2,1
176,"SOLAR STREET LIGHTS IN PATIGI, PATIGI
LGA, KWARA STATE",50000000,28,240,6/1/2019,localGovernment,475,5,2,1
177,"PROVISION OF 30 NOS. BLOCK MOULDING MACHINES  IN EKITI SOUTH FEDERAL CONSTITIUENCY II, GBONYIN/EMURE/EKITI EAST LGA, EKITI STATE:",34690000,3,122,2017-01-01,localGovernment,248,5,2,1
178,"SINKING OF BOREHOLES IN VARIOUS LOCATIONS IN FUFORE & SONG LGA, ADAMAWA STATE.",20000000,28,311,2015-01-01,localGovernment,20,1,2,1
179,SUPPLY OF MOTORCYCLES IN OGBIA FEDERAL CONSTITUENCY OF BAYELSA STATE.,50000000,3,122,2015-01-01,localGovernment,115,1,2,1
180,"12NOS. COMMUNITY DEVELOPMENT CENTERS IN YOBE NORTH SENATORIAL DISTRICT, YOBE STATE",120000000,28,238,2017-01-01,localGovernment,801,1,2,1
181,"SUPPLY OF EMPOWERNMENT MATERIALS TRICYCLES IN LAGOS WEST SENATORIAL DISTRICT, LAGOS STATE.",21600000,2,122,6/1/2019,localGovernment,790,5,2,1
182,"COMPLETION OF YANDOTON-DAJI HOSPITAL IN TSAFE LOCAL GOVERNMENT, ZAMFARA CENTRAL SENATORIAL DISTRICT, ZAMFARA STATE",214285714,4,75,2016-01-01,localGovernment,759,1,2,1
183,"FINANCIAL GRANT FOR THE SUPPORT OF SME’S & TRADERS IN IDEATO NORTH/ IDEATO SOUTH FEDERAL CONSTITUENCY OF
IMO STATE.",70000000,3,2,1/1/2018,localGovernment,283,5,2,1
184,(b) HIV/AIDS  AWARENESS CAMPAIGN & MEDICAL OUTREACH IN TAKUM/ DONGA/ USSA YANGTU FEDERAL CONSTITUENCY OF TARABA STATE,27000050,29,194,2016-01-01,localGovernment,724,6,2,1
185,SUPPLY OF SCHOOL MATERIALS FOR AYEDIRE/IWO/OLA-OLUWA LOCAL GOVT. OSUN STATE.,23500000,10,173,,localGovernment,589,1,2,1
186,SENSITIZATION AWARENESS FOR AGRICULTURAL IMPROVEMENT IN RURAL COMMUNITIES IN EKITI STATE,35777000,11,1,01/06/2019,localGovernment,779,5,2,1
187,"WOMEN EMPOWERMENT 1 SERVING MACHINES,2 GRINDING MACHINES,3 WATER PUMP. IN DUTSE/KIYAWA FED CONST,JIGAWA STATE",20000000,3,2,,localGovernment,310,1,2,1
188,"SUPPLY OF HILUX PETROL (TOYOTA), LAVUN/ EDATI/ MOKWA FEDERAL CONSTITUENCY, NIGER STATE",12760000,3,2,,localGovernment,535,1,2,1
189,"REHABILITATION AND PROVISION OF AGRICULTURAL EQUIPMENT IN KADUNA CENTRAL SENATORIAL DISTRICT, KADUNA STATE.",50000000,16,190,2017-01-01,localGovernment,784,5,2,1
190,SUPPLY OF EMPOWERMENT MATERIALS-DEEP FREEZERS TO WOMEN AND YOUTHS IN EKITI SOUTH SENATORIAL DISTRICT,50000000,23,377,2018-01-01,localGovernment,779,5,2,1
191,PROVISION OF EMPOWERMENT MATERIAL (GRINDING MACHINE/SEWING MACHINE/BLOCK MOULDING MACHINES) IN EKSW/IKERE/ISE-ORUN FEDERAL CONSTITUENCY OF EKITI STATE.,27000000,16,266,2017-01-01,localGovernment,241,5,2,1
192,"""ABAM WATER SCHEMEIN
AROCHUKWU/OHAFIA FEDERAL CONSTITUENCY, ABIA STATE""",3000000,1,272,2019-06-01,localGovernment,3,2,2,1
193,"TRAINING AND EMPOWERMENT OF WOMEN AND YOUTH IN VARIOUS SKILLS IN DEMSA/ LAMURDE /NUMAN, FED. CONST., ADAMAWA STATE",50000000,1,45,2019-07-01,localGovernment,19,5,2,1
194,"CONSTRUCTION OF 5 NOS. OF 3 BLOCKS OF CLASSROOM  IN BASHAR DISTRICT, WASE LGA, PLATEAU STATE",63000000,28,240,2017-01-01,localGovernment,666,5,2,1
195,"EROSION CONTROL AT ONUIYI
NSUKKA/ADANI ROAD, ENUGU NORTH SENATORIAL DISTRICT, ENUGU STATE",36000000,18,45,1/1/2018,localGovernment,780,5,2,1
196,"REPAIRS AND MAINTENANCE OF EXISTING SOLAR STREET LIGHTS IN OWAN EAST/WEST FEDERAL CONSTITUENCY, EDO STATE.",30000000,23,267,2017-01-01,localGovernment,778,1,2,1
197,"""ENTREPRENEURSHIP & EMPOWERMENT TRAINING OF YOUTHS AND WOMEN IN OGBIA FEDERAL CONSTITUENCY, BAYELSA
STATE""",120000000,29,244,2018-01-01,localGovernment,115,5,2,1
198,"COMPLETION OF CONSTRUCTION OF 3 CLASSROOMS BLOCK WITH VIP TOILETS, 1NO. HANDPUMP AND FURNISHING IN HIGH ISLAM SCHOOL, GASHUA, YOBE STATE.",6000000,28,238,2017-01-01,localGovernment,729,1,2,1
199,"ELECTRIFICATION OF RURAL COMMMUNITIES IN KARU/KEFFI/ KOKONA FEDERAL CONSTITUENCY, NASARAWA STATE",20000000,23,240,2017-01-01,localGovernment,513,5,2,1
200,"PROCUREMENT OF MOTORCYCLES IN ABAKALIKI/IZZI FEDERAL CONSTITUENCY
OF EBONYI STATE",50000000,29,244,6/1/2019,localGovernment,213,5,2,1
201,"SOLAR STREET LIGHTS 1)   SHAGARI LOCAL GOVERNMENT AREA IN SOKOTO STATE a)   15NOS @ MANDERA WARD,15NOS @ KAMBAMA WARD",18000000,23,247,2016-01-01,localGovernment,703,2,2,1
202,"OLOILI AWGU  EROSION CONTROL PROJECT, AWGU L.G.A",20000000,28,232,2015-01-01,localGovernment,256,1,2,1
203,Danmarke-Ruwan Doruwa Kanoma Road Erosion Control Project,25678865841,1,284,2007-04-04,localGovernment,746,3,4,1
204,"CONSTRUCTION OF 3 BLOCKS OF 3 CLASSROOMS AT COMMUNITY HIGHER ISLAMIC COLLEGE, GADAKA, FIKA LGA, YOBE STATE.",24000000,28,238,,localGovernment,732,1,2,1
205,SUPPLY OF MOTORCYCLES BAKORI/DANJA KATSINA STATE,35000000,26,27,2015-01-01,localGovernment,399,1,2,1
206,"INTEGRATED FARM PROJECT IN AUCHI,
ETSAKO LGA, EDO STATE",50000000,28,295,1/1/2018,localGovernment,224,1,2,1
207,"CONSTRUCTION OF 4 ROOMS BLOCK OF CLASSROOMS AT 10,000,000 EACH IN EKINRIN-ADDE, IJUMU LGA, ADUGE, IJUMU, LGA, AYERE, IJUMU LGA, KOGI WEST SENATORIAL DISTRICT, KOGI STATE",26000000,12,1,,localGovernment,462,1,2,1
208,"CONSTRUCTION OF TWENTY (20) MOTORIZED BOREHOLE IN IHIALA FEDERAL CONSTITUENCY, ANAMBRA STATE",30000000,28,232,2017-01-01,localGovernment,82,1,2,1
209,"HUMAN EMPOWERMENT: YOUTH EMPOWERMENT, WOMEN EMPOWERMENT, EMPOWERMENT OF PEOPLE WITH DISABILITY IN GOMBE NORTH SENATORIAL DISTRICT, GOMBE STATE.",86666667,3,2,,localGovernment,268,1,2,1
210,"POWER IMPROVEMENTS PROJECTS IN ENUGU WEST SENATORIAL ZONE, ENUGU
STATE",30000000,30,316,6/1/2019,localGovernment,780,2,2,1
211,"COMPLETION OF EKOLI WOMEN EMPOWERMENT & MOBILIZATION
CENTRE, ANINRI LGA, ENUGU STATE.",20000000,10,345,6/1/2019,localGovernment,265,2,2,1
212,"STRATEGIC TRAINING AND EMPOWERMENT PROGRAMME FOR WOMEN AND YOUTH IN IFAKO IJAIYE FEDERAL CONSTITUENCY, LAGOS STATE",54666000,5,1,6/1/2019,localGovernment,499,5,2,1
213,"YOUTH EMPOWERMENT EQUIPMENT FOR ORLU/ORSU/ORU EAST FEDERAL CONSTITUENCY, IMO STATE",60000000,30,35,2016-01-01,localGovernment,298,1,2,1
214,"TRAINING PROGRAMME FOR YOUTH ON SELF-RELIANCE AND PEACEFUL CO- EXISTENCE IN TUDUN-WADA/DOGUWA FEDERAL CONSTITUENCY, KANO STATE.",50000000,13,180,6/1/2019,localGovernment,395,5,2,1
215,COMPLETION OF IYARA DAM AND COMPLETION OF IYARA WATER RETICULATION PROJECT IN KOGI WEST SENATORIAL DISTRICT,75000000,28,1,2015-01-01,localGovernment,788,1,2,1
216,"VOCATIONAL AND SKILLS ACQUISITION TRAINING, EMURE /GBOYIN IN EKITI STATE.",21000000,1,28,01/06/2019,localGovernment,239,5,2,1
217,SUPPLY OF FERTILIZERS TO RURAL FARMERS ACROSS FARMING COMMUNITIES OF YAKURR/OBUBRA/ETUNG IN CROSS RIVER.,40000000,3,2,2018-01-01,localGovernment,176,5,2,1
218,"50 KM ACCESS ROAD(ERENA-DNAKPALA-KAMPANI-CHUKUBA- DNAIBUYI-KWAKI-ALENKWAKI-KAURE), SHIRORO LGA, NIGER EAST SENATORIAL DISTRICT, NIGER STATE",150000000,28,253,,localGovernment,544,1,2,1
219,"PROVISION OF BRIDGE (DOUBLE CELL BOX CULVERT) AT HANCIN KARE AND KONG DAMOEROEM RIVERS IN NAMU STREET, QUAAN PAN LGA, PLATEAU SOUTH SENATORIAL DISTRICT, PLATEAU STATE.",15000000,28,240,2017-01-01,localGovernment,663,1,2,1
220,"PROCUREMENT OF MOTORCYCLES AT NASSARAWA, KANO STATE",12000000,3,2,2016-01-01,localGovernment,385,1,2,1
221,"TRAINING FOR YOUTH AND WOMEN ON PRODUCTION OF SOAP, POMADE, HAIRDRESSING AND PERFUME FOR SELF EMPOWERMENT IN IGABI FED CONSTITUENCY KADUNA STATE",25000000,13,180,6/1/2019,localGovernment,334,5,2,1
222,"COMPLETION OF UMUOVU-ANEKEZE- UMUANUM-OKWUM EGEDE EROSION CONTROL PROJECT, UDI LGA, ENUGU
STATE.",30000000,29,244,6/1/2019,localGovernment,256,2,2,1
223,"PROVISION OF (30) HANDPUMPS/BOREHOLES IN  EFON LGA, IJERO LGA, EKITI WEST LGA, EKITI STATE",56000000,26,27,2016-01-01,localGovernment,243,6,2,1
224,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS AT IDOMILA COMPREHENSIVE HIGH SCHOOL, IDOMILA, IJEBU NORTH EAST LGA, OGUN EAST SENATORIAL DISTRICT.",19000000,10,237,2015-01-01,localGovernment,557,1,2,1
225,"COMPLETION OF AMUDO CIVIC CENTER
EZZA SOUTH/IKWO FEDERAL CONSTITUENCY, EBONYI STATE.",13000000,28,232,1/1/2018,localGovernment,215,5,2,1
226,"SUPPLY OF HIERS BUS AND HILUX IN NASARAWA NORTH SENATORIAL DISTRICT, NASARAWA STATE",40000000,18,45,2017-01-01,localGovernment,518,5,2,1
227,"PROVISION OF 1 NO. SOLAR BOREHOLE AT UMUIKEDILO EZIAMA IBIASOEGBE, ORU-WEST LGA, IMO STATE.",10000000,23,302,2017-01-01,localGovernment,301,5,2,1
228,"PROVISION OF CASSAVA PROCESSING (INDUSTRY MILL) MACHINE MANUEL FOR IKA NORTH EAST AND IKA SOUTH LGA, DELTA STATE",20000000,1,254,,localGovernment,191,1,2,1
229,"CONSTRUCTION OF A COMPUTER ROOM OF ABOUT 65 SQUARE METER, FURNITURE WITH 25 COMPUTERS, 2 PRINTERS AND A GENERATOR AT JSS IN ARAYA GRAMMAR SCHOOL, ISOKO, DELTA STATE",20000000,1,173,,localGovernment,195,1,2,1
230,"DEEP FREEZERS AT ISIALA NGWA NORTH/ISISALA NGWA SOUTH FEDERAL CONSTITUENCY, ABIA STATE.",13000000,29,254,01/01/2018,localGovernment,6,5,2,1
231,"CONSTRUCTION OF SMALL IRRIGATION SCHEE IN YAURI/NGASKI/SHANGA FED.
CONSTITUENCY, KEBBI STATE",38000000,28,284,1/1/2018,localGovernment,447,2,2,1
232,"PURCHASE OF GULF CARS  KADUNA SOUTH, KADUNA STATE",10000000,29,254,2015-01-01,localGovernment,340,1,2,1
233,"SUPPLY OF MOTORCYCLES AT TAKUN/DONGA/USSA FEDERAL CONSTITUENCY, TARABA STATE",5833333,3,2,2016-01-01,localGovernment,724,6,2,1
234,"SUPPLY OF 1.3 KG AUTOMATIC FIRE EXTINGUISHER BALL (DCP-DRY CHEMICAL POWDER) FOR DISTRIBUTION IN IKORODU FEDERAL CONSTITUENCY, LAGOS STATE.",15928710,30,316,2017-01-01,localGovernment,501,5,2,1
235,YOUTH EMPOWERMENT PURCHASE OF TRICYCLES IN GEZAWA/GABASAWA IN KANO STATE,20000000,26,216,2015-01-01,localGovernment,371,1,2,1
236,"CONSTRUCTION OF 1.5KM RURAL ROAD AND DRAINS IN EKITI SOUTH WEST LGA, EKITI SOUTH SENATORIAL DISTRICT, EKITI STATE",110000000,28,295,2016-01-01,localGovernment,240,6,2,1
237,"SUPPLY OF MOTORCYCLES TO BURUKU
FEDERAL CONSTITUENCY, BENUE STATE.",13000000,29,35,1/30/2018,localGovernment,122,5,2,1
238,"CONSTRUCTION OF 16 HAND PUMPS IN JAKUSKO LOCAL GOVT. AREA IN YOBE NORTH SENATORIAL DISTRICT, YOBE STATE.",16666667,28,238,,localGovernment,737,1,2,1
239,"SKILL ACQUISITION TRAINING & EMPOWERMENT, OJU/OBI FED. CONST. BENUE STATE",12250000,23,229,2015-01-01,localGovernment,119,1,2,1
240,"PROVISION OF PORTABLE DRINKING WATER TO 20 FADAMA COMMUNITIES IN SURU/BAGUDO FED CONSTITUENCY, KEBBI
STATE",9214286,18,45,1/1/2018,localGovernment,450,5,2,1
241,"CONSTRUCTION OF 1NO. 300KVA TRANSFORMER RELIEF SUBSTATION IN MOPA, MOPA/AMURO LGA, KOGI WEST SENATORIAL DISTRICT, KOGI STATE.",8162000,35,316,2017-01-01,localGovernment,466,5,2,1
242,"ENTREPRENEURSHIP TRAINING OF 600 YOUTHS IN FILM, CINEMATOGRAPHY, PHOTOGRAPHY LINEAR, EDITING SCRIPT WRITING FOR ESAN WEST, ESAN CENTRAL AND IGUEBEN FEDERAL CONSTITUENCY, EDO STATE",15000000,14,234,2016-01-01,localGovernment,221,5,2,1
243,150-NO SEWING MACHINE FOR EMPOWERMENT.  IN FAGGE FED CONST KANO STATE,5000000,18,1,2016-01-01,localGovernment,365,1,2,1
244,"PROCUREMENT OF 480 PIECES OF MOTORCYCLES AT N103,000 PER UNIT FOR ILORIN EAST/ILORIN SOUTH FEDERAL CONSTITUENCY",49500000,3,122,2015-01-01,localGovernment,480,1,2,1
245,"CONSTRUCTION OF BLOCK OF 3 CLASSROOM(3NOS) IN NARAGUTA, JOS NORTH LGA @N10M AND RUKUBA, BASSA LGA@N10M, PLATEAU STATE",20000000,10,173,,localGovernment,654,1,2,1
246,"TRAINING OF YOUTH AND PROVISION OF
TAKE-OFF GRANT IN CHIKUN/KAJURU FEDERAL CONSTITUENCY, KADUNA STATE",50000000,16,190,1/1/2018,localGovernment,332,5,2,1
247,"CONSTRUCTION OF SKILLS AND ENTREPRENEURSHIP DEVELOPMENT CENTRE FOR HUMAN CAPITAL DEVELOPMENT AT CENTRE FOR ENTREPRENEURSHIP, POPO, KANJI DAM ROAD, NIGER NORTH SENATORIAL DISTRICT",50000000,11,1,1/1/2018,localGovernment,792,5,2,1
248,"ESTABLISHMENT OF STAND ALONE SOLAR POWERED STREET LIGHT, KANKARA, KATSINA STATE",12000000,23,192,2016-01-01,localGovernment,417,6,2,1
249,"SUPPLY OF 500KVA TRANSFORMER AT KUDENDAN, NASSARAWA WARD, CHIKUN LGA, KADUNA STATE",2916667,22,248,2016-01-01,localGovernment,332,6,2,1
250,"WATER RESOURCES PROJECT WITH RETICULATION (2 KM) IN IKOT AKAN NKUK, UKANAFUN LGA, AKWA IBOM STATE",25000000,28,231,2017-01-01,localGovernment,67,1,2,1
251,"CONSTRUCTION OF ICT CENTRE IN
BIRININ KEBBI, KEBBI STATE",70000000,3,122,6/1/2019,localGovernment,438,5,2,1
252,CONSTRUCTION OF 3 BLOCKS OF 9 CLASSROOMS IN NDOKWA/UKWUANI FEDERAL CONSTITUENCY OF DELTA STATE,39000000,23,247,2017-01-01,localGovernment,206,1,2,1
253,"DEVELOPMENT OF CONSTITUENCY FARM IN ORIA, ESAN SOUTH EAST LGA, ESAN NORTH EAST/ESAN SOUTH EAST FEDERAL CONSTITUENCY EDO STATE",123000000,5,273,2017-01-01,localGovernment,221,1,2,1
254,"GRANT IN SUPPORT OF LESS - PRIVILEDGED IN MAIYAMA/KOKO- BESSE, KEBBI STATE",60000000,28,275,2016-01-01,localGovernment,445,1,2,1
255,"""SUPPLY OF MOTORCYCLES TO SELECTED LGAS OF CROSS RIVER.""",20000000,29,239,2018-01-01,localGovernment,169,5,2,1
256,PROVISION OF SUPPORT GRANT FOR SME'S TO GWALE FED CONST KANO STATE,10000000,3,122,2017-01-01,localGovernment,1,5,2,1
257,"MINI-STADIUM OF 30 METERS LENGTH / 15 METER WIDTH OF 800 CAPACITY AT OKOROETE, EASTERN OBOLO, AKWA IBOM STATE.",43000000,28,231,,localGovernment,41,1,2,1
258,"EMPOWERMENT OF YOUTH & WOMEN IN BIRNIN GWARI/GIWA FED.
CONSTITUENCY, KADUNA STATE",30000000,3,127,6/1/2019,localGovernment,331,5,2,1
259,"CONSTRUCTION OF MOTORIZED HAND
PUMP BOREHOLES AT IREWOLE FEDERAL CONSTITUENCY, OSUN STATE.",90000000,29,254,1/1/2018,localGovernment,608,5,2,1
260,REHABILITATIONOF ELECTRIC POLE AND OVERHEAD WIRES AT KWALI & COMMINITIES IN YAMALTU/DEBA GOMBE STATE.,5000000,22,248,,localGovernment,278,1,2,1
261,"REPAIR OF COTTAGE JUNCTION TO OKE-
GADA ROAD, EDE, IN OSUN WEST SENATORIAL DISTRICT, OSUN STATE.",55000000,22,118,1/1/2018,localGovernment,795,5,2,1
262,"PROVISION OF BOOKS INCLUDING REFERENCE BOOKS TO SELECTED SCHOOLS IN OBUDU, OBANLIKU, BEKWARA, OGOJA AND YALA LGAs IN CROSS RIVER NORTH SENATORIAL DISTRICT. CROSS RIVER STATE",60000000,10,237,2016/01/01,localGovernment,181,1,2,1
263,"PROVISION OF 75 SOLAR STREET LIGHTS IN OWAN EAST/WEST FEDERAL CONSTITUENCY, EDO STATE.",60000000,23,229,2017-01-01,localGovernment,778,1,2,1
264,"VALUE CHART CAPACITY BUILDING ON AQUACULTURE FOR WOMEN IN DUTSINMA/KURFI FEDERAL
CONSTITUENCY, KATSINA STATE",27000000,5,1,6/1/2019,localGovernment,415,2,2,1
265,"SUPPLY 50KG RICE FOR IFE CENTRAL, EAST
SOUTH & NORTH L/GS OF IFE FEDERAL CONSTITUENCY,OSUN STATE.",23851852,29,254,1/1/2018,localGovernment,795,5,2,1
266,"PROCUREMENT OF RELIEF MATERIALS FOR DISPLACED PERSONS FOOD ITEMS; RICE; FOUR (4) TRUCKS OF 600 BAGS EACH (50KG RICE) , TARABA STATE",45000000,16,219,2016-01-01,localGovernment,800,6,2,1
267,CONSTRUCTION OF 3-CLASSROOM BLOCKS WITH FURNITURE IN GOMBE CENTRAL,80000000,29,244,1/1/2018,localGovernment,781,5,2,1
268,"PROVISION OF TOILET FACILITIES WITH MOTORIZED BOREHOLES IN TWENTY (20) PRIMARY AND SECONDARY SCHOOLS WITHIN LAGOS CENTRAL SENATORIAL DISTRICT. (1) ONIKE GIRLS JUNIOR HIGH SCHOOL, 5-11 IWAYA ROAD ONIKE YABA. (2). AIYETORO SENIOR GRAMMAR SCHOOL, GLOVER STREET, EBUTE-META. (3).BIRREL AVENUE SENIOR GRAMMAR SCHOOL NO2 BIRREL AVENUE, YABA, LAGOS. (4). WESLEY GIRLS SENIOR SECONDARY SCHOOL NO320 MURITALA MOHAMMED WAY, YABA. (5). OBELE COMMUNITY JUNIOR HIGH SCHOOL NO82, RANDLE AVENUE, SURULERE. (6). SURULERE GIRLS JUNIOR SCHOOL MOSHALASHI BUS STOP OPPOSITE EMPIRE ROAD. (7). ZUMURATUL ISLAMIYA JUNIOR SECONDARY SCHOOL NO4 ATAN ROAD, YABA (RAILWAY LINE) SURULERE.",220000000,10,173,6/1/2019,localGovernment,790,5,2,1
